id,title,url,rate,Tag1,Tag2,Tag3,Tag4,Tag5,difficulty,steps,budget,people,prep_time,cooking_time,total_time,images
1665,Crique ardéchoise de pommes de terre,https://www.marmiton.org/recettes/recette_crique-ardechoise-pommes-de-terre_166329.aspx,4.9,,,,,,facile,"['Peler,laver et essuyer les pommes de terre.', 'Les râper puis les essorer dans un torchon.', ""Mélanger les pommes de terre à l'ail,saler,poivrer et fariner légèrement."", 'Vous pouvez ajouter du persil ciselé(ma grand-mère paternel les préparait ainsi)', ""Former des galettes que vous disposerez dans une poele avec de l'huile d'olive préalablement chauffée."", 'Faire cuire 10 à 15 mins de chaque côté.']",bon marché,4,15,30,45,['https://static.afcdn.com/relmrtn/lazyload.png']
1666,Oeuf cocotte au bacon,https://www.marmiton.org/recettes/recette_oeuf-cocotte-au-bacon_51038.aspx,4.6,entrée,entrée chaude,œuf cocotte,,,facile,"['Faire préchauffer le four à 240°C (thermostat 8).\nBeurrer 4 ramequins.', 'Couper les tranches de bacon en lanières (une tranche par ramequin) et les déposer dans le fond des ramequins.', 'Casser un oeuf dans chaque ramequin, déposer une ou deux cuillères à café de crème fraîche sur les oeufs puis recouvrir de gruyère râpé.', 'Mettre une noisette de beurre sur chaque ramequin et enfourner pendant 10 à 15 minutes.', 'A déguster chaud.']",bon marché,4,10,15,25,"['https://assets.afcdn.com/recipe/20161215/4744_w314h314c1cx2163cy1542.webp', 'https://assets.afcdn.com/recipe/20180713/81056_w314h314c1cx1792cy2390cxt0cyt0cxb3585cyb4780.webp', 'https://assets.afcdn.com/recipe/20140105/19407_w314h314c1cx720cy720.webp']"
1667,Flan aux légumes,https://www.marmiton.org/recettes/recette_flan-aux-legumes_30407.aspx,4.8,entrée,entrée froide,flan salé,,,très facile,"['Dans un shaker (ou un saladier), mélanger les oeufs et la crème.', ""Couper les courgettes, l'oignon, les tomates et le comté en tout petit morceaux."", ""Mélanger ces petits morceaux avec le mélange d'oeufs et de crème, puis ajouter la maïzena. Ajouter le sel et le poivre."", 'Cuire 45 mn à thermostat 7 (210°C).']",bon marché,4,10,45,55,"['https://assets.afcdn.com/recipe/20100120/18727_w314h314c1cx256cy192.webp', 'https://assets.afcdn.com/recipe/20150725/27411_w314h314c1cx2656cy1494.webp', 'https://assets.afcdn.com/recipe/20151012/38569_w314h314c1cx1224cy1632.webp']"
1668,Croissant au jambon fromage,https://www.marmiton.org/recettes/recette_croissant-au-jambon-fromage_71950.aspx,4.8,apéritif ou buffet,bouchée ou amuse-bouche,croissants,,,facile,"[""Commencer par ouvrir vos croissants en deux à l'aide d'un couteau sans les séparer complètement."", 'Préparation de la béchamel :', 'Faire fondre le beurre dans une casserole, y ajouter de la farine et petit à petit en remuant au fouet y ajouter du lait (les quantités sont à votre goût). Laisser épaissir à feu doux en remuant sans cesse. Ajouter du sel, du poivre et de la noix de muscade.', ""Dés que votre béchamel est prête faites y fondre du fromage puis l'étaler à l'intérieur des croissants. Ajouter une tranche de jambon roulée, puis encore de la béchamel et du fromage râpé."", 'Recommencer ceci pour les 3 autres.', 'Mettre au four à 180°C (thermostat 6) pendant 20 min tout en surveillant.']",bon marché,4,15,20,35,"['https://assets.afcdn.com/recipe/20150130/23864_w314h314c1cx1250cy1420.webp', 'https://assets.afcdn.com/recipe/20150130/23865_w314h314c1cx1250cy1823.webp', 'https://assets.afcdn.com/recipe/20140311/25699_w314h314c1cx538cy777.webp']"
1669,Blinis,https://www.marmiton.org/recettes/recette_blinis_23421.aspx,4.6,apéritif ou buffet,bouchée ou amuse-bouche,blinis,,,très facile,"['Mélanger la levure et le lait. Laisser reposer à température ambiante 5 min.', ""Faire un puits avec la farine et déposer au milieu le sel, la levure et les jaunes d'oeufs."", 'Bien mélanger en mettant progressivement le lait.', 'Laisser de côté pendant 4 h.', 'Monter les blancs en neige et les incorporer délicatement.', 'Cuire chaque blinis dans une petite poêle beurrée de 12 cm au plus.']",bon marché,4,15,5,20,"['https://assets.afcdn.com/recipe/20130924/24124_w314h314c1cx2000cy1393.webp', 'https://assets.afcdn.com/recipe/20180710/80568_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp', 'https://assets.afcdn.com/recipe/20130909/24126_w314h314c1cx1872cy2808.webp']"
1670,Soupe veloutée de potimarron et pommes de terre,https://www.marmiton.org/recettes/recette_soupe-veloutee-de-potimarron-et-pommes-de-terre_41161.aspx,4.9,entrée,entrée chaude,soupe,,,très facile,"[""Enlever l'écorce et les pépins du potimarron (il n'est pas obligatoire de le peler, mais dans ce cas, le choisir bio et bien le laver) puis couper la chair en gros morceaux."", 'Eplucher les pommes de terre puis les couper en gros morceaux.', ""Faire revenir les oignons et l'ail hachés dans un peu de beurre à feu doux."", 'Ajouter les pommes de terre et le potimarron, faire revenir 5 min.', ""Couvrir le tout d'eau, ajouter le bouillon de poule (émietté), le curry, la muscade, la feuille de laurier et laisser mijoter environ 30 min à feu doux."", ""Lorsque les légumes sont cuits (vérifier à l'aide d'un couteau), mixer votre préparation."", ""Vérifier l'assaisonnement, saler, poivrer selon votre goût puis ajouter la crème fraîche et laisser mijoter encore 2 ou 3 min. Bon appétit !""]",bon marché,4,15,30,45,"['https://assets.afcdn.com/recipe/20220930/135573_w314h314c1cx1300cy824cxt0cyt0cxb2121cyb1414.webp', 'https://assets.afcdn.com/recipe/20201217/116545_w314h314c1cx704cy1063cxt0cyt0cxb1408cyb2127.webp', 'https://assets.afcdn.com/recipe/20180713/81050_w314h314c1cx1896cy2528cxt0cyt0cxb3792cyb5056.webp']"
1671,Demi-avocats aux crevettes,https://www.marmiton.org/recettes/recette_demi-avocats-aux-crevettes_20414.aspx,4,plat principal,fruits de mer,crevettes,,,très facile,"['Couper les avocats en 2, dans le sens de la longueur et enlever les noyaux.', 'Couper les oeufs durs en 2, mettre les jaunes de côté.', 'Hacher les blancs et les mélanger à 4 cuillères à soupe de mayonnaise.', 'Déposer une cuillère à soupe de ce mélange dans chaque demi-avocat.', ""Planter les crevettes dans la mayonnaise puis saupoudrer des jaunes d'oeufs moulinés."", 'Servir bien froid, après avoir garni le plat avec des feuilles de laitue.', 'Tenir le reste de mayonnaise à disposition des convives.']",bon marché,4,15,0,15,['https://static.afcdn.com/relmrtn/lazyload.png']
1672,Pain de thon au gruyère,https://www.marmiton.org/recettes/recette_pain-de-thon-au-gruyere_11317.aspx,4.3,entrée,entrée froide,flan salé,,,moyenne,"['Emietter le thon.', 'Mettre la farine dans un plat et y casser les œufs.', ""Mélanger pour obtenir une pâte lisse. Délayer peu à peu le lait, l'huile"", 'Allumer le four à 200°C (thermostat 6-7).', 'Mettre la levure le thon, le gruyère le sel le poivre', 'Beurrer fariner le moule à cake, verser la préparation et enfourner. Cuire 40 min.', 'Servir froid ou chaud avec sauce suivant le goût.']",moyen,4,20,40,60,['https://static.afcdn.com/relmrtn/lazyload.png']
1673,Salade de poulpe,https://www.marmiton.org/recettes/recette_salade-de-poulpe_12354.aspx,4.7,plat principal,fruits de mer,"calamar, poulpe",,,moyenne,"['Nettoyer minutieusement le poulpe. Il faut nettoyer chaque ventouse.', 'Ouvrer le corps, et retirer les viscères ainsi que les 2 mandibules.', 'Une fois le poulpe nettoyé, le réserver.', ""Préparer une marmite d'eau salée bouillante."", ""Piquer le poulpe à l'aide d'une fourchette et le plonger dans l'eau pendant quelques secondes, ensuite le retirer."", ""Répéter ces opérations trois fois de suite, puis laisser le poulpe cuire entre 30 à 40min, il est cuit une fois que l'on peut le traverser facilement à l'aide d'une fourchette."", ""Dans un saladier, préparer la vinaigrette, en mettant le jus de citron, l'huile d'olive, le persil et l'oignon."", 'Une fois le poulpe cuit, le découper en petits morceaux et laisser le refoidir, incorporer les morceaux à la vinaigrette et mettre au frigo quelques heures.']",moyen,4,20,30,50,"['https://assets.afcdn.com/recipe/20131024/37958_w314h314c1cx2144cy1424.webp', 'https://assets.afcdn.com/recipe/20190729/95739_w314h314c1cx375cy603cxt0cyt0cxb750cyb1206.webp']"
1674,Gazpacho Andaluz,https://www.marmiton.org/recettes/recette_gazpacho-andaluz_335106.aspx,4.8,entrée,entrée froide,"gaspacho, soupe froide",,,facile,"['Laver les tomates et le poivron.', 'Dans un mixeur mettre les tomates coupées en quartiers. Nettoyer le poivron (enlever la queue et les graines), le couper en 4 ou 5 et l’ajouter aux tomates.', ""Peler et couper en morceau le concombre, la gousse d’ail et l’oignon et les ajouter au reste des légumes. Mixer jusqu'à ce qu’il n’y est plus du tout de morceau, pour obtenir un mélange bien onctueux."", 'Rajouter le sel, l’huile et le vinaigre. Mixer à nouveau. Goûter et rajouter sel, huile ou vinaigre à votre gout.', 'Si le gazpacho a la consistance qui vous plait passer à l’étape suivante. Sinon ajouter un peu d’eau à votre goût.', 'Attention si vous ajouter trop d’eau le gazpacho perdra du goût.']",bon marché,4,15,0,15,['https://static.afcdn.com/relmrtn/lazyload.png']
1675,Pâté de Pâques berrichon,https://www.marmiton.org/recettes/recette_pate-de-paques-berrichon_55659.aspx,4.5,entrée,entrée froide,"terrine, pâté",,,très facile,"[""Faire cuire les oeufs pour qu'ils soient durs."", 'Etaler la pâte feuilletée.', 'Mélanger la viande, le persil et les épices.', 'Faire un boudin de viande au milieu de la pâte.', 'Une fois que les oeufs sont froids, les couper en deux et les disposer sur la viande.', 'Refermer la pâte feuilletée sur le côté, pour que ce soit bien hermétique.', ""Vous pouvez badigeonner le pâté avec du jaune d'oeuf."", 'Percer quelques trous sur le dessus et faire cuire 30 minutes à 200°C (thermostat 6-7).']",bon marché,4,15,30,45,"['https://assets.afcdn.com/recipe/20130328/63792_w314h314c1cx992cy1400.webp', 'https://assets.afcdn.com/recipe/20130407/62274_w314h314c1cx256cy192.webp', 'https://assets.afcdn.com/recipe/20130323/64542_w314h314c1cx256cy192.webp']"
1676,"Salade d'endives, pommes et noix par Laurent Mariotte",https://www.marmiton.org/recettes/recette_salade-d-endives-pommes-et-noix-par-laurent-mariotte_532779.aspx,5,salade,salade aux endives,,,,très facile,"['Mélangez tous les ingrédients pour la vinaigrette.', 'Coupez les endives en deux dans la longueur et ôtez une partie du trognon. Emincez-les en bâtonnets, déposez-les dans un saladier. Lavez et taillez les pommes en tranches fines puis taillez-les en bâtonnets. Ajoutez aux endives. Pressez le jus du citron dessus.', 'Ajoutez la vinaigrette et mélangez. Parsemez des cerneaux de noix, ajoutez le comté en lamelles à l’aide d’un économe. Dégustez.']",bon marché,4,20,5,25,['https://assets.afcdn.com/recipe/20220104/126784_w314h314c1cx1419cy682cxt0cyt0cxb2838cyb1364.png']
1677,Cuisses de grenouille au beurre aillé et persillé,https://www.marmiton.org/recettes/recette_cuisses-de-grenouille-au-beurre-aille-et-persille_24004.aspx,4.6,plat principal,viande,viande en sauce,,,facile,"['Salez et poivrez les cuisses de grenouille puis roulez-les dans la farine.', ""Faites-les revenir dans l'huile chaude pendant 5 minutes."", ""Faites fondre le beurre, retirez du feu et ajoutez l'ail et le persil haché. Laissez infuser à couvert quelques minutes."", 'Versez les cuisses de grenouille dans le beurre persillé, couvrez et laissez reposer 2 minutes.', 'Servez sur des assiettes préchauffées.']",moyen,4,10,5,15,"['https://assets.afcdn.com/recipe/20220505/131764_w314h314c1cx2120cy1416cxt0cyt0cxb4240cyb2832.jpeg', 'https://assets.afcdn.com/recipe/20170107/51497_w314h314c1cx1296cy972.webp']"
1678,Quiche au saumon : recette facile,https://www.marmiton.org/recettes/recette_quiche-au-saumon-fume_27496.aspx,4.6,"pizza, tarte, quiche",quiche,quiche au saumon,,,facile,"['Préchauffer le four à 200°C (thermostat 6-7).\nEtaler la pâte dans un plat à tarte, piquer le fond avec une fourchette.', 'Battre les oeufs en omelette et y incorporer la crème fraîche et la ciboulette émincée. Assaisonner. Verser 3 cuillères à soupe de cette préparation sur la pâte.', 'Émincer les tranches de saumon et en disposer la moitié dans le plat à tarte.', 'Recouvrir du reste de sauce et placer le saumon restant sur le tout.', 'Enfourner pendant 45 min.']",moyen,4,10,45,55,"['https://assets.afcdn.com/recipe/20200219/107906_w314h314c1cx2760cy1842cxt0cyt0cxb5520cyb3684.webp', 'https://assets.afcdn.com/recipe/20190827/96855_w314h314c1cx1632cy1118cxt0cyt0cxb3264cyb2236.webp', 'https://assets.afcdn.com/recipe/20181017/82835_w314h314c1cx1864cy2485cxt0cyt0cxb3728cyb4971.webp']"
1679,Tarte courgettes et feta,https://www.marmiton.org/recettes/recette_tarte-courgettes-et-feta_14705.aspx,4.5,"pizza, tarte, quiche",tarte salée,tarte aux légumes,,,très facile,"[""Faire revenir à la poêle les courgettes coupées en rondelles, dans de l'huile d'olive."", 'Mélanger lait, crème et oeuf dans un récipient, ajouter sel et poivre.', ""Etaler la pâte dans un plat et mettre les courgettes dessus. Répartir la feta coupée en morceaux sur les courgettes, puis saupoudrer d'origan (1 cuillère à soupe)."", 'Verser le mélange sur la tarte. Cuire au four 25 mn à 200°C (thermiostat 6/7).']",bon marché,4,20,25,45,"['https://assets.afcdn.com/recipe/20230630/143919_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20151001/61479_w314h314c1cx2718cy1812.webp', 'https://assets.afcdn.com/recipe/20180518/79155_w314h314c1cx1512cy2016cxt0cyt0cxb3024cyb4032.webp']"
1680,Saint Jacques sur lit de poireaux,https://www.marmiton.org/recettes/recette_saint-jacques-sur-lit-de-poireaux_27600.aspx,4.5,plat principal,fruits de mer,saint-jacques,,,facile,"['Laver et émincer les blancs de poireaux, les faire revenir dans le beurre, puis ajouter 25 cl de vin blanc. Porter à ébullition et laisser réduire à feu doux.', ""Pendant ce temps, faire revenir les noix de saint jacques avec l'huile d'olive, ajouter les échalotes émincées, l'ail haché, remuer et ajouter le reste de vin blanc."", 'Porter à ébullition puis ajouter la crème fraîche et laisser réduire à feu doux.', 'Mettre dans les assiettes les blancs de poireaux, puis disposer dessus les noix de saint jacques avec un peu de sauce. Mettre une pincée de piment de Cayenne pour la décoration.']",moyen,4,15,20,35,['https://static.afcdn.com/relmrtn/lazyload.png']
1681,salade de concombre au yaourt,https://www.marmiton.org/recettes/recette_salade-de-concombre-au-yaourt_39155.aspx,4.7,,,,,,très facile,"['Laver et éplucher le concombre, le couper en rondelles et le laisser égoutter avec un peu de sel.', 'Laver le poivron et le couper en petits dés.', ""Dans un saladier : verser le yaourt, poivrer, citronner, et ajouter quelques herbes de Provence (ne pas hésiter à goûter la sauce pour vérifier l'assaisonnement)."", 'Mélanger le tout avec le concombre et le poivron.']",bon marché,4,10,0,10,"['https://assets.afcdn.com/recipe/20190215/87825_w314h314c1cx2489cy2415cxt0cyt0cxb3647cyb5468.webp', 'https://assets.afcdn.com/recipe/20140818/476_w314h314c1cx1552cy873.webp']"
1682,Quiche aux poireaux,https://www.marmiton.org/recettes/recette_quiche-aux-poireaux_24393.aspx,4.6,"pizza, tarte, quiche",quiche,quiche aux poireaux,,,facile,"['Lavez et coupez les blancs de poireaux en tronçons.', 'Faites-les cuire dans une sauteuse couverte avec le beurre', ""et un peu d'eau environ 20 minutes."", 'Une fois cuits, travaillez-les en purée à la fourchette.', 'Etalez la pâte dans un moule, piquez-la à la fourchette.', 'Saupoudrez de chapelure et étalez la purée de poireaux.', 'Battez les oeufs avec la crème et le lait, sel, poivre et une pincée de muscade.', 'Versez sur les poireaux et saupoudrez de chapelure.', 'Faites cuire 40 min au four préchauffé à 220°C (thermostat 7-8).']",bon marché,4,30,40,70,"['https://assets.afcdn.com/recipe/20200907/113826_w314h314c1cx2880cy1920cxt0cyt0cxb5760cyb3840.webp', 'https://assets.afcdn.com/recipe/20200907/113827_w314h314c1cx1690cy2535cxt0cyt0cxb3380cyb5070.webp', 'https://assets.afcdn.com/recipe/20181107/83669_w314h314c1cx2464cy1640cxt0cyt0cxb4928cyb3280.webp']"
1683,Cake salé courgettes et feta,https://www.marmiton.org/recettes/recette_cake-sale-courgettes-et-feta_34289.aspx,4.4,apéritif ou buffet,apéritif dînatoire,cake salé apéritif,,,très facile,"[""Laver les courgettes, enlever seulement les extrémités et conserver la peau; puis les couper en cubes d'environ 5/5 mm."", 'Les faire cuire 10 min à la vapeur, les saler légèrement après cuisson, puis laisser égoutter.', 'Pendant ce temps, égoutter la feta de son huile de conservation et en conserver 50 ml.', 'Préchauffer le four à 180°C (thermostat 6).', 'Mélanger la farine et la levure chimique. Battre les oeufs en omelette, et les incorporer progressivement à la farine.', ""Ajouter le yaourt et l'huile, fouetter jusqu'à ce que la pâte soit  homogène, saler et poivrer légèrement."", 'Incorporer alors la feta et les 3/4 des courgettes, remuer délicatement, et verser aussitôt dans un moule à manqué chemisé. Verser sur le cake le reste des cubes de courgette.', 'Enfourner pendant 45 min environ à 180°C (th 6).', ""Piquer avec la lame d'un couteau pour vérifier la cuisson : quand elle ressort sèche, le cake est cuit."", 'Eteindre le four, et laisser 10 min dans le four.', 'Démouler le cake, enlever le papier sulfurisé, et laisser refroidir sur une grille.']",moyen,4,20,45,65,"['https://assets.afcdn.com/recipe/20100120/20934_w314h314c1cx256cy192.webp', 'https://assets.afcdn.com/recipe/20221013/136149_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20150713/30293_w314h314c1cx2656cy1494.webp']"
1684,Cuisson des coques,https://www.marmiton.org/recettes/recette_cuisson-des-coques_18358.aspx,4.9,plat principal,fruits de mer,coquillages,,,très facile,"[""Mettre les coques dans un grand saladier. Les recouvrir largement d'eau. Ajouter du gros sel marin (environ 35 g par litre pour se rapprocher de la salinité de l'eau de mer). Laisser dégorger 2 heures, les égoutter."", ""Faire fondre doucement dans un peu de beurre les échalotes. Ajouter l'ail en poudre, le persil, la ciboulette ou tout autre ingrédient. Ne pas laisser dorer et ne pas saler. Mettre les coques dans ce mélange chaud et faire ouvrir à feu vif mais pas trop longtemps. Vous pouvez servir ces coques tel quel ou les sortir de leurs coquilles pour  en faire une salade avec vinaigrette, en faire un gratin avec une sauce faite du jus rendu avec un peu de farine.""]",bon marché,4,2,10,12,"['https://assets.afcdn.com/recipe/20230619/143542_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20150809/33416_w314h314c1cx1632cy1224.webp', 'https://assets.afcdn.com/recipe/20180412/78516_w314h314c1cx1920cy2560cxt0cyt0cxb3840cyb5120.webp']"
1685,Fois Gras Maison : recette facile,https://www.marmiton.org/recettes/recette_le-foie-gras-maison-facile_53182.aspx,5,entrée,entrée froide,foie gras,,,facile,"[""Cette recette n'a qu'un but, c'est de désacraliser la préparation du foie gras maison.\nEn fait, c'est très simple et le foie gras est loin d'être aussi fragile que ce que l'on pense.\nDonc voilà trois méthodes pour des pots ou des terrines de 250 g de foie mi-cuit."", ""Laissez tremper les foies 1 heure ou 2 dans de l'eau tiède salée histoire de les ramollir et de sortir le sang."", ""Ensuite déveinage : au départ j'essayais d'enlever toutes les veines ça me prenait des heures.\nMaintenant je fais au plus vite tant pis s'il en reste un peu et ça marche super comme ça.\nSi vous faites de la charpie ce n'est absolument pas grave, car tout se reconstitue."", ""Assaisonnement, au pif exactement comme pour un steak, et finalement je ne vois pas la différence avec avant ou je pesais au gramme près. \nEnviron 1 toute petite cuillère à café de sel pour un foie et le poivre (fraîchement moulu question de saveur) une bonne pincée.\nD'une manière générale mieux vaut pas assez que trop.\nEnsuite les épices au choix et/ou l'alcool, par contre là, il faut avoir la main vraiment légère car on a vite fait de dénaturer le goût du foie gras."", ""Puis je mets dans les pots ou en terrine, je tasse et je laisse mariner ou pas selon que j'ai le temps ou non."", ""Pour les terrines : je fais cuire 35 min à 120°C dans un bain-marie.\nLe seul impératif est que l'eau du bain-marie soit déjà bouillante au début de la cuisson et qu'elle soit à la même hauteur que le remplissage de la terrine.\nEnsuite je tasse avec un carton entouré d'aluminium et un poids.\nEt hop au frigo. Se conserve 10 jours au frigo."", ""Pour les conserves (ma méthode préférée) : les pots fermés (couvercles ou rondelles neufs) dans la cocotte-minute, séparés par un torchon pour ne pas qu'ils se choquent et se brisent, 12 min à partir du sifflement et c'est fini.\n\nSe garde 6 mois au frigo."", ""Terrine au MICRO ONDES !!\nEt oui ! Non seulement ça marche mais c'est bon et surtout ultra rapide mais un peu délicat.\nDonc pour une terrine : 30 secondes par tranches de 10 s puissance maxi (900 W).\nQuand le gras commence à affleurer à la surface c'est cuit (voire foie gras au micro-ondes du site pour plus de détails)."", 'Par contre, dans tout les cas mieux vaut attendre 3 ou 4 jours avant de déguster car au bout de ce temps le foie est vraiment meilleur.']",assez cher,4,20,35,55,"['https://assets.afcdn.com/recipe/20221003/135672_w314h314c1cx851cy1526cxt0cyt0cxb1411cyb2125.webp', 'https://assets.afcdn.com/recipe/20181017/82893_w314h314c1cx1966cy1888cxt0cyt0cxb3883cyb5183.webp', 'https://assets.afcdn.com/recipe/20111220/3918_w314h314c1cx256cy192.webp']"
1686,Oeuf poché très simple (au micro-ondes),https://www.marmiton.org/recettes/recette_reussir-un-oeuf-poche-tres-simplement-micro-onde_173174.aspx,4.5,plat principal,œufs,œuf poché,,,très facile,"[""Dans un ramequin allant au micro-ondes, mettez 4 cuillères à soupe d'eau, 1 pincée de gros sel et votre œuf (sans la coquille)."", 'Passez le tout au micro-ondes à la puissance maxi pendant 45 secondes(ou 50-55 secondes si votre micro-ondes ne va pas au-delà de 900W).', ""C'est prêt !""]",bon marché,4,1,1,2,"['https://assets.afcdn.com/recipe/20220519/132108_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.jpeg', 'https://assets.afcdn.com/recipe/20130924/48889_w314h314c1cx1911cy1247.webp', 'https://assets.afcdn.com/recipe/20171106/74457_w314h314c1cx2656cy1494cxt0cyt0cxb5312cyb2988.webp']"
1687,Tarte chèvre - épinards,https://www.marmiton.org/recettes/recette_tarte-chevre-epinards_27063.aspx,4.5,"pizza, tarte, quiche",tarte salée,,,,très facile,"['Faire décongeler les épinards dans une casserole et commencer à faire chauffer le four à 200°C. Pendant ce temps, mélanger les oeufs et la crème au fouet.', 'Ajouter au mélange le fromage de chèvre en coupant les rondelles en 4 : le fromage fondra pas mal à la cuisson mais le goût restera bien présent. Réserver 4 rondelles pour la décoration.', 'Assaisonner de sel (pas trop, compte-tenu de la dose de fromage), poivre et quelques baies roses si vous en avez, qui donnent une petite touche originale.', 'Verser les épinards bien égouttés dans le mélange, remuer, puis verser le tout sur votre pâte. Disposer les 4 rondelles de chèvre.', 'Faire cuire environ 30 mn à 200°C (vous pouvez baisser à 180°C les 10 dernières minutes selon le type de four).']",bon marché,4,15,30,45,"['https://assets.afcdn.com/recipe/20200708/112615_w314h314c1cx2880cy1920cxt0cyt0cxb5760cyb3840.webp', 'https://assets.afcdn.com/recipe/20160607/7291_w314h314c1cx375cy667.webp', 'https://assets.afcdn.com/recipe/20100120/1243_w314h314c1cx256cy192.webp']"
1688,Carottes râpées au sésame,https://www.marmiton.org/recettes/recette_carottes-rapees-au-sesame_37033.aspx,4.5,entrée,entrée froide,carottes râpées,,,très facile,"['Râper les carottes.', ""Faire griller dans une poêle les graines de sésame jusqu'à ce qu'elles soient colorées, mais non brûlées (bien surveiller!)."", 'Faire la sauce en mélangeant vinaigre, huile, sel et poivre. Assaisonner les carottes avec la vinaigrette, puis les saupoudrer des graines de sésame.']",bon marché,4,10,0,10,['https://static.afcdn.com/relmrtn/lazyload.png']
1689,Scones faciles (Angleterre),https://www.marmiton.org/recettes/recette_scones-faciles-angleterre_13863.aspx,4.5,accompagnement,pain,pains anglais,,,très facile,"['Dans une terrine, mettre la farine, la levure,le sucre, le sel.', 'Mettre au centre le beurre ramolli et travailler du bout des doigts en ajoutant suffisamment de lait pour lier la pâte.', ""Sur une planche farinée, pétrir légérement la pâte puis l'étendre au rouleau sur 2cm d'épaisseur."", ""Découper des ronds de 5 cm de diamètre avec le bord d'un verre fariné."", 'Poser sur une plaque à pâtisserie. Faire cuire au four sans le préchauffer à 220°C pendant 15 mn.', 'Laisser refroidir sur une grille.', ""Servir with a cup of tea, butter and marmelade. Very english isn't it?""]",bon marché,4,10,15,25,"['https://assets.afcdn.com/recipe/20220919/135232_w314h314c1cx1057cy706cxt0cyt0cxb2121cyb1414.webp', 'https://assets.afcdn.com/recipe/20150531/8110_w314h314c1cx1152cy1152.webp', 'https://assets.afcdn.com/recipe/20170311/15094_w314h314c1cx1632cy1043.webp']"
1690,Magret de canard séché de Marielle (19ème rencontre Marmiton),https://www.marmiton.org/recettes/recette_magret-de-canard-seche-de-marielle-19eme-rencontre-marmiton_37603.aspx,4.8,,,,,,très facile,"['Repos : 30 h, ensuite 3 semaines', ""Mettre une bonne couche de gros sel dans le fond d'un récipient hermétique un peu plus grand que le magret. Déposer quelques branches de thym et le magret par-dessus."", 'Remettre quelques branches de thym sur le magret et bien recouvrir le tout de sel.', 'Fermer le récipient et le mettre pour 30 heures dans le bas du frigo (au-dessus du bac à légumes).', ""Au bout de ce temps, enlever le magret du sel. Le rincer sous l'eau froide et bien le sécher avec du papier essuie-tout."", 'Déposer le magret sur un torchon bien propre, le poivrer généreusement de tous côtés avec le poivre 5 baies.', ""L'enrouler dans le torchon et le remettre dans le bas du frigo pendant 3 semaines."", 'Pour déguster couper le magret en biais en tranches très fines.']",moyen,4,10,0,10,"['https://assets.afcdn.com/recipe/20130121/63876_w314h314c1cx750cy889.webp', 'https://assets.afcdn.com/recipe/20100120/62047_w314h314c1cx256cy192.webp', 'https://assets.afcdn.com/recipe/20151102/63877_w314h314c1cx1500cy2250.webp']"
1691,Salade de poivrons au four,https://www.marmiton.org/recettes/recette_salade-de-poivrons-au-four_32024.aspx,4.8,,,,,,très facile,"['Laver les poivrons et les poser sur un plat allant au four.', 'Cuire à thermostat 6/7  (200°C), le temps que la peau noircisse.', ""Les tourner et recommencer l'opération jusqu'à ce que le poivron soit entièrement noir (attention pas complètement carbonisé non plus!!!)."", ""Les sortir du four et les mettre dans un sachet de congélation jusqu'à ce qu'ils refroidissent. Réserver le jus."", ""Enlever la peau et les pépins, puis les couper en lamelles fines. Les mettre dans un récipient, ajouter le jus, ainsi qu'un peu d'huile, sel, poivre, une échalote coupée en lamelle, un peu de purée d'ail."", 'Consommer de suite ou laisser mariner au réfigérateur avec un couvercle (se conserve une semaine ainsi).']",bon marché,4,15,30,45,['https://static.afcdn.com/relmrtn/lazyload.png']
1692,Bricks au thon faciles,https://www.marmiton.org/recettes/recette_bricks-au-thon-faciles_92390.aspx,4.5,entrée,"feuilleté, brick",brick,,,très facile,"[""Faire cuire les œufs dans l'eau bouillante pour qu'ils deviennent durs (9 minutes)."", 'Écailler les œufs, les écraser avec une fourchette et les mélanger avec le persil et les oignons.', 'Ajouter le thon émietté et le jus du citron pressé.', ""Poivrer à votre convenance en n'hésitant pas à goûter la farce."", 'Mettre un peu de farce au centre de chaque feuille de brick puis replier les quatre côtés de la feuille sur le dessus pour former un rectangle.']",bon marché,4,15,10,25,"['https://assets.afcdn.com/recipe/20200218/107814_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20200218/107815_w314h314c1cx540cy960cxt0cyt0cxb1080cyb1920.webp', 'https://assets.afcdn.com/recipe/20161201/18454_w314h314c1cx1224cy1632.webp']"
